Name,Platform,Year,Genre,Publisher,NA_Sales,EU_Sales,JP_Sales,Other_Sales
Naruto: Clash of Ninja 2,GC,2003,Fighting,Nintendo,0.44,0.12,0.45,0.03
Naruto: Clash of Ninja Revolution,Wii,2007,Fighting,Tomy Corporation,0.45,0.46,0,0.11
Naruto: Clash of Ninja Revolution 2,Wii,2008,Fighting,Tomy Corporation,0.34,0.02,0,0.03
Naruto: Gekito Ninja Taisen! 3,GC,2004,Fighting,Tomy Corporation,0,0,0.43,0.01
Naruto: Gekito Ninja Taisen! 4,GC,2005,Fighting,Tomy Corporation,0,0,0.32,0.01
Naruto: Ninja Council,GBA,2003,Action,Tomy Corporation,0.16,0.06,0,0
Naruto: Ninja Council 2 European Version,DS,2005,Fighting,Tomy Corporation,0,0,0.23,0
Naruto: Ninja Council 3,DS,2006,Action,D3Publisher,0.39,0,0,0.03
Naruto: Ninja Destiny,DS,2006,Fighting,Namco Bandai Games,0.02,0.01,0.16,0
Naruto: Ninja Destiny (US sales),DS,2006,Fighting,Namco Bandai Games,0.31,0,0,0
Naruto: Path of the Ninja,DS,2007,Role-Playing,D3Publisher,0.37,0,0,0.03
Naruto: Path of the Ninja 2,DS,2006,Role-Playing,Takara Tomy,0.22,0,0,0.02
Naruto: Powerful Shippuden,3DS,2012,Platform,Namco Bandai Games,0.08,0.02,0.04,0.01
Naruto: Rise of a Ninja,X360,2007,Action,Ubisoft,0.29,0.02,0,0.03
Naruto: The Broken Bond,X360,2008,Action,Ubisoft,0.24,0.28,0,0.07
Naruto: Ultimate Ninja,PS2,2003,Fighting,Atari,0.5,0.02,0,0.08
Naruto: Ultimate Ninja (JP sales),PS2,2003,Fighting,Atari,0,0,0.32,0
Naruto: Ultimate Ninja 2,PS2,2004,Fighting,Namco Bandai Games,0.47,0.02,0,0.08
Naruto: Ultimate Ninja 3,PS2,2005,Fighting,Atari,0.36,0.01,0,0.06
Naruto: Ultimate Ninja 3 (JP sales),PS2,2005,Fighting,Atari,0,0,0.36,0
Naruto: Ultimate Ninja Heroes,PSP,2006,Fighting,Namco Bandai Games,0.26,0,0,0
Naruto: Ultimate Ninja Heroes (JP sales),PSP,2006,Fighting,Namco Bandai Games,0,0,0.06,0
Naruto: Ultimate Ninja Heroes 2 - The Phantom Fortress,PSP,2006,Fighting,Atari,0.14,0,0,0.01
Naruto: Ultimate Ninja Storm,PS3,2008,Fighting,Namco Bandai Games,0.49,0.35,0.09,0.16
Naruto: Uzumaki Chronicles 2,PS2,2006,Action,Namco Bandai Games,0.28,0.22,0,0.07
Naruto: Uzumaki Chronicles 2 (JP sales),PS2,2006,Action,Namco Bandai Games,0,0,0.05,0
NASCAR,PSP,2006,Racing,Electronic Arts,0.09,0,0,0.01
NASCAR '14,PS3,2014,Racing,Deep Silver,0.09,0,0,0.01
NASCAR '14,X360,2014,Racing,Deep Silver,0.15,0,0,0.01
NASCAR '15,X360,2015,Sports,Deep Silver,0.15,0,0,0.02
NASCAR 06: Total Team Control,PS2,2005,Racing,Electronic Arts,0.53,0.02,0,0.09
NASCAR 06: Total Team Control,XB,2005,Racing,Electronic Arts,0.2,0.06,0,0.01
NASCAR 07,PS2,2006,Racing,Electronic Arts,0.06,0.04,0,0.01
NASCAR 07,XB,2006,Racing,Electronic Arts,0.03,0.01,0,0
NASCAR 08,PS2,2007,Racing,Electronic Arts,0.12,0.09,0,0.03
NASCAR 08,PS3,2007,Racing,Electronic Arts,0.15,0.05,0,0.03
NASCAR 08,X360,2007,Racing,Electronic Arts,0.26,0,0,0.02
NASCAR 09,PS2,2008,Racing,Electronic Arts,0.26,0.2,0,0.07
NASCAR 09,PS3,2008,Racing,Electronic Arts,0.22,0.01,0,0.02
NASCAR 09,X360,2008,Racing,Electronic Arts,0.23,0,0,0.02
NASCAR 2000,N64,1999,Racing,Electronic Arts,0.49,0.03,0,0
NASCAR 2000,PS,1999,Racing,Electronic Arts,0.88,0.6,0,0.1
NASCAR 2001,PS,2000,Racing,Electronic Arts,0.45,0.31,0,0.05
NASCAR 2001,PS2,2000,Racing,Electronic Arts,0.34,0.27,0,0.09
NASCAR 2005: Chase for the Cup,GC,2004,Racing,Electronic Arts,0.1,0.02,0,0
NASCAR 2005: Chase for the Cup,PS2,2004,Racing,Electronic Arts,0.69,0.54,0,0.18
NASCAR 2005: Chase for the Cup,XB,2004,Racing,Electronic Arts,0.34,0.1,0,0.02
NASCAR 2011: The Game,PS3,2011,Racing,Activision,0.25,0,0,0.02
NASCAR 2011: The Game,Wii,2011,Racing,Activision,0.22,0,0,0.01
NASCAR 2011: The Game,X360,2011,Racing,Activision,0.29,0,0,0.02
NASCAR 98,PS,1996,Racing,Electronic Arts,1.43,0.05,0,0.04
NASCAR 99,N64,1998,Racing,Electronic Arts,0.94,0.04,0,0.01
NASCAR 99,PS,1998,Racing,Electronic Arts,1.45,0.04,0,0.04
NASCAR Heat,PS,2000,Racing,Hasbro Interactive,0.22,0.15,0,0.03
NASCAR Heat 2002,GBA,2002,Racing,Infogrames,0.12,0.04,0,0
NASCAR Heat 2002,PS2,2001,Racing,Infogrames,0.29,0.23,0,0.08
NASCAR Heat 2002,XB,2001,Racing,Infogrames,0.15,0.04,0,0.01
NASCAR Heat Evolution,PS4,2016,Racing,Dusenberry Martin Racing,0.03,0,0,0.01
NASCAR Heat Evolution,XOne,2016,Racing,Dusenberry Martin Racing,0.02,0,0,0
NASCAR Kart Racing,Wii,2009,Racing,Electronic Arts,0.39,0,0,0.03
NASCAR Racing,PS,1996,Racing,Pioneer LDC,0.23,0.16,0,0.03
NASCAR Rumble,PS,2000,Racing,Electronic Arts,0.31,0.21,0,0.04
NASCAR The Game: Inside Line,PS3,2012,Racing,Activision,0.07,0,0,0.01
NASCAR The Game: Inside Line,X360,2012,Racing,Activision,0.09,0,0,0.01
NASCAR Thunder 2002,PS,2001,Racing,Electronic Arts,0.23,0.16,0,0.03
NASCAR Thunder 2002,PS2,2001,Racing,Electronic Arts,0.57,0.44,0,0.15
NASCAR Thunder 2002,XB,2001,Racing,Electronic Arts,0.25,0.07,0,0.01
NASCAR Thunder 2003,GC,2002,Racing,Electronic Arts,0.24,0.06,0,0.01
NASCAR Thunder 2003,PS2,N/A,Racing,Unknown,0.6,0.46,0,0.16
NASCAR Thunder 2003,XB,2002,Racing,Electronic Arts,0.2,0.06,0,0.01
NASCAR Thunder 2004,PS2,2003,Racing,Electronic Arts,0.53,0.41,0,0.14
NASCAR Thunder 2004,XB,2003,Racing,Electronic Arts,0.18,0.05,0,0.01
NASCAR Unleashed,3DS,2011,Racing,Activision,0.18,0,0,0.01
NASCAR Unleashed,PS3,2011,Racing,Activision,0.09,0,0,0.01
NASCAR Unleashed,Wii,2011,Racing,Activision,0.18,0,0,0.01
NASCAR Unleashed,X360,2011,Racing,Activision,0.11,0,0,0.01
NASCAR: Dirt to Daytona,GC,2002,Racing,Infogrames,0.07,0.02,0,0
NASCAR: Dirt to Daytona,PS2,N/A,Racing,Unknown,0.28,0.22,0,0.07
Natalie Brooks: Mystery at Hillcrest High,DS,2012,Action,Licensed 4U,0,0.02,0,0
NatGeo Challenge! Wild Life,PS3,2010,Misc,Black Bean Games,0.05,0.03,0,0.01
NatGeo Challenge! Wild Life,Wii,2010,Misc,Black Bean Games,0.04,0,0,0
NatGeo Challenge! Wild Life,X360,2010,Misc,Black Bean Games,0,0.02,0,0
National Geographic Challenge!,PS3,2011,Misc,Black Bean Games,0.01,0.03,0,0.01
National Geographic Challenge!,Wii,2011,Misc,Black Bean Games,0.08,0.02,0,0.01
National Geographic Challenge!,X360,N/A,Misc,Unknown,0.06,0,0,0
National Geographic Panda (JP sales),DS,2008,Simulation,Ubisoft,0,0,0.01,0
National Geographic Panda (US sales),DS,2008,Simulation,Ubisoft,0.04,0,0,0
Natsuiro High School: Seishun Hakusho,PS3,2015,Action,D3Publisher,0,0,0.02,0
Natsuiro High School: Seishun Hakusho,PS4,2015,Action,D3Publisher,0,0,0.02,0
Natsuiro no Sunadokei,PS2,2002,Adventure,Princess Soft,0,0,0.02,0
Natsuzora no Monologue,PSP,2013,Adventure,Otomate,0,0,0.01,0
Natural Doctrine,PS3,2014,Role-Playing,Nippon Ichi Software,0.03,0.01,0.01,0.01
Natural Doctrine,PS4,2014,Role-Playing,Nippon Ichi Software,0.05,0.02,0.02,0.01
Natural Doctrine,PSV,2014,Role-Playing,Nippon Ichi Software,0.03,0.02,0.03,0.01
Naughty Bear,PS3,2010,Action,505 Games,0.18,0.18,0,0.07
Naughty Bear,X360,2010,Action,505 Games,0.21,0.16,0,0.04
Naval Assault: The Killing Tide,X360,2010,Simulation,505 Games,0.08,0.07,0,0.02
Naval Ops: Commander,PS2,2004,Simulation,Tecmo Koei,0.03,0.02,0,0.01
Naval Ops: Warship Gunner,PS2,2003,Simulation,Tecmo Koei,0.05,0.04,0,0.01
Naxat Soft Reachmania Vol. 1: CR Galaxy Angel,PS2,2008,Misc,Naxat Soft,0,0,0.01,0
Nayuta no Kiseki,PSP,2012,Action,Nihon Falcom Corporation,0,0,0.14,0
Nazo Waku Yakata: Oto no Ma ni Ma ni,3DS,2011,Misc,Capcom,0,0,0.05,0
Nazotoki Battle Tore! Densetsu no Makyuu o Fukkatsu Saseyo!,3DS,2014,Action,Namco Bandai Games,0,0,0.06,0
NBA,PSP,2005,Sports,Sony Computer Entertainment,0.2,0,0,0.02
NBA 06,PS2,2005,Sports,Sony Computer Entertainment,0.26,0.2,0,0.07
NBA 06,PSP,2005,Sports,Sony Computer Entertainment,0.2,0,0,0.02
NBA 07,PS2,2006,Sports,Sony Computer Entertainment,0.01,0.01,0,0
NBA 07,PS3,2006,Sports,Sony Computer Entertainment,0.24,0,0.01,0.02
NBA 07,PSP,2006,Sports,Sony Computer Entertainment,0.18,0,0,0.02
NBA 08,PS2,2007,Sports,Sony Computer Entertainment,0.06,0.05,0,0.02
NBA 08,PS3,2007,Sports,Sony Computer Entertainment,0.12,0,0,0.01
NBA 08,PSP,2007,Sports,Sony Computer Entertainment,0.03,0,0,0
NBA 09: The Inside,PS2,2008,Sports,Sony Computer Entertainment,0.08,0.06,0,0.02
NBA 09: The Inside,PS3,2008,Sports,Sony Computer Entertainment,0.14,0,0,0.01
NBA 09: The Inside,PSP,2008,Sports,Sony Computer Entertainment,0.16,0,0,0.01
NBA 10: The Inside,PSP,2009,Sports,Sony Computer Entertainment,0.07,0,0,0.01
NBA 2K,DC,1999,Sports,Sega,0,0,0.05,0
NBA 2K10,PS2,2009,Sports,Take-Two Interactive,0.33,0.01,0,0.05
NBA 2K10,PS3,2009,Sports,Take-Two Interactive,0.75,0.01,0.01,0.07
NBA 2K10,PSP,2009,Sports,Take-Two Interactive,0.3,0,0,0.03
NBA 2K10,Wii,2009,Sports,Take-Two Interactive,0.36,0,0,0.03
NBA 2K10,X360,2009,Sports,Take-Two Interactive,0.88,0.02,0,0.08
NBA 2K11,PC,2010,Action,Take-Two Interactive,0.18,0,0,0.01
NBA 2K11,PS2,2010,Action,Take-Two Interactive,0.34,0.01,0,0.06
NBA 2K11,PS3,2010,Action,Take-Two Interactive,1.41,0.21,0.03,0.16
NBA 2K11,PSP,2010,Action,Take-Two Interactive,0.39,0,0,0.03
NBA 2K11,Wii,2010,Action,Take-Two Interactive,0.47,0.01,0,0.03
NBA 2K11,X360,2010,Action,Take-Two Interactive,1.84,0.12,0.01,0.13
NBA 2K12,PC,2011,Sports,Take-Two Interactive,0.09,0.05,0,0.02
NBA 2K12,PS3,2011,Sports,Take-Two Interactive,1.61,0.27,0.05,0.18
NBA 2K12,PSP,2011,Sports,Take-Two Interactive,0.22,0.03,0,0.03
NBA 2K12,Wii,2011,Sports,Take-Two Interactive,0.3,0.03,0,0.02
NBA 2K12,X360,2011,Sports,Take-Two Interactive,2.31,0.14,0.01,0.16
NBA 2K13,PC,2012,Sports,Take-Two Interactive,0,0.02,0,0
NBA 2K13,PS3,2012,Sports,Take-Two Interactive,1.72,0.44,0.05,0.27
NBA 2K13,Wii,2012,Sports,Take-Two Interactive,0.39,0.03,0,0.03
NBA 2K13,WiiU,2012,Sports,Take-Two Interactive,0.08,0.04,0,0.01
NBA 2K13,X360,2012,Sports,Take-Two Interactive,2.6,0.21,0.01,0.19
NBA 2K14,PS3,2013,Sports,Take-Two Interactive,1.43,0.33,0.04,0.25
NBA 2K14,PS4,2013,Sports,Take-Two Interactive,0.89,0.31,0.01,0.12
NBA 2K14,X360,2013,Sports,Take-Two Interactive,2.1,0.2,0,0.17
NBA 2K14,XOne,2013,Sports,Take-Two Interactive,0.7,0.11,0,0.06
NBA 2K15,PS3,2014,Sports,Take-Two Interactive,0.86,0.27,0.02,0.22
NBA 2K15,PS4,2014,Sports,Take-Two Interactive,1.46,0.54,0.01,0.37
NBA 2K15,X360,2014,Sports,Take-Two Interactive,1.33,0.14,0,0.15
NBA 2K15,XOne,2014,Sports,Take-Two Interactive,1.36,0.18,0,0.15
NBA 2K16,PC,2015,Sports,Take-Two Interactive,0.02,0.06,0,0.01
NBA 2K16,PS3,2015,Sports,Take-Two Interactive,0.44,0.19,0.03,0.13
NBA 2K16,PS4,2015,Sports,Take-Two Interactive,2.48,0.65,0.03,0.69
NBA 2K16,X360,2015,Sports,Take-Two Interactive,0.77,0.1,0,0.1
NBA 2K16,XOne,2015,Sports,Take-Two Interactive,1.93,0.14,0,0.24
NBA 2K17,PS3,2016,Sports,Take-Two Interactive,0.03,0.01,0,0.01
NBA 2K17,PS4,2016,Sports,Take-Two Interactive,0.83,0.14,0,0.22
NBA 2K17,X360,2016,Sports,Take-Two Interactive,0.04,0,0,0.01
NBA 2K17,XOne,2016,Sports,Take-Two Interactive,0.54,0.04,0,0.07
NBA 2K2,GC,2002,Sports,Sega,0.09,0.02,0,0
NBA 2K2,PS2,2002,Sports,Sega,0.59,0.46,0.01,0.15
NBA 2K2,XB,2002,Sports,Sega,0.15,0.04,0,0.01
NBA 2K3,GC,2002,Sports,Sega,0.12,0.03,0,0
NBA 2K3,PS2,2002,Sports,Sega,0.51,0.4,0,0.13
NBA 2K3,XB,2002,Sports,Sega,0.24,0.07,0,0.01
NBA 2K6,PS2,2005,Action,Take-Two Interactive,0.43,0.34,0,0.11
NBA 2K6,X360,2005,Action,Take-Two Interactive,0.21,0.01,0,0.02
NBA 2K6,XB,2005,Action,Take-Two Interactive,0.27,0.08,0,0.01
NBA 2K7,PS2,2006,Sports,Take-Two Interactive,0.65,0.02,0,0.11
NBA 2K7,PS3,2006,Sports,Take-Two Interactive,0.3,0.04,0,0.04
NBA 2K7,X360,2006,Sports,Take-Two Interactive,0.53,0,0,0.04
NBA 2K7,XB,2006,Sports,Take-Two Interactive,0.02,0.01,0,0
NBA 2K8,PS2,2007,Sports,Take-Two Interactive,0.5,0.02,0,0.08
NBA 2K8,PS3,2007,Sports,Take-Two Interactive,0.5,0.01,0,0.05
NBA 2K8,X360,2007,Sports,Take-Two Interactive,0.79,0,0,0.07
NBA 2K9,PS2,2008,Sports,Take-Two Interactive,0.34,0.01,0,0.06
NBA 2K9,PS3,2008,Sports,Take-Two Interactive,0.56,0,0,0.05
NBA 2K9,X360,2008,Sports,Take-Two Interactive,1,0.16,0,0.11
NBA Ballers,PS2,2004,Sports,Midway Games,0.81,0.63,0,0.21
NBA Ballers,XB,2004,Sports,Midway Games,0.37,0.11,0,0.02
NBA Ballers: Chosen One,PS3,2008,Sports,Midway Games,0.12,0,0,0.01
NBA Ballers: Chosen One,X360,2008,Sports,Midway Games,0.17,0,0,0.01
NBA Ballers: Phenom,PS2,2006,Sports,Midway Games,0.23,0.18,0,0.06
NBA Ballers: Phenom,XB,2006,Sports,Midway Games,0.09,0.03,0,0
NBA Ballers: Rebound,PSP,2006,Sports,Midway Games,0.09,0,0,0.01
NBA Courtside 2 featuring Kobe Bryant,N64,1999,Sports,Nintendo,0.2,0.05,0,0
NBA Courtside 2002,GC,2002,Sports,Nintendo,0.19,0.05,0,0.01
NBA Hangtime,N64,1997,Sports,GT Interactive,0.48,0.08,0,0
NBA Hangtime,PS,1996,Sports,Midway Games,0.03,0.02,0,0
NBA Hoopz,PS,2001,Sports,Midway Games,0.07,0.05,0,0.01
NBA Hoopz,PS2,2001,Sports,Midway Games,0.09,0.07,0,0.02
NBA In The Zone,PS,1995,Sports,Konami Digital Entertainment,0.16,0.11,0,0.02
NBA In The Zone '98,N64,1997,Sports,Konami Digital Entertainment,0.25,0.02,0,0
NBA In The Zone '99,N64,1998,Sports,Konami Digital Entertainment,0.04,0,0,0
NBA in the Zone 2000,N64,2000,Sports,Konami Digital Entertainment,0.04,0,0,0
NBA in the Zone 2000,PS,2000,Sports,Konami Digital Entertainment,0.12,0.08,0,0.01
NBA Inside Drive 2002,XB,2002,Sports,Microsoft Game Studios,0.28,0.08,0,0.01
NBA Inside Drive 2003,XB,2002,Sports,Microsoft Game Studios,0.23,0.07,0,0.01
NBA Inside Drive 2004,XB,2003,Sports,Microsoft Game Studios,0.13,0.04,0,0.01
NBA Jam,GEN,1992,Sports,Arena Entertainment,1.75,0.25,0,0.05
NBA Jam,PS2,2003,Sports,Acclaim Entertainment,0.2,0.16,0,0.05
NBA Jam,PS3,2010,Sports,Electronic Arts,0.22,0.12,0,0.06
NBA Jam,SNES,1994,Sports,Acclaim Entertainment,1.19,0.16,0,0.03
NBA Jam,Wii,2010,Sports,Electronic Arts,0.38,0.03,0,0.03
NBA Jam,X360,2010,Sports,Electronic Arts,0.27,0.1,0,0.03
NBA Jam,XB,2003,Sports,Acclaim Entertainment,0.1,0.03,0,0
NBA Jam 2000,N64,1999,Sports,Acclaim Entertainment,0.12,0.01,0,0
NBA Jam 2002,GBA,2002,Sports,Acclaim Entertainment,0.08,0.03,0,0
NBA Jam 99,N64,1998,Sports,Acclaim Entertainment,0.25,0.02,0,0
NBA Jam Extreme,PS,1996,Sports,Acclaim Entertainment,0.12,0.08,0,0.01
NBA Jam Tournament Edition,GEN,1994,Sports,Acclaim Entertainment,0.95,0.14,0,0.03
NBA Jam Tournament Edition,PS,1995,Sports,Acclaim Entertainment,0.14,0.09,0,0.02
NBA Jam Tournament Edition,SNES,1995,Sports,Acclaim Entertainment,0.87,0.12,0,0.02
NBA Live 06,GC,2005,Sports,Electronic Arts,0.25,0.07,0,0.01
NBA Live 06,PSP,2005,Sports,Electronic Arts,0.39,0,0,0.03
NBA Live 06,X360,2005,Sports,Electronic Arts,0.27,0,0,0.02
NBA Live 06,XB,2005,Sports,Electronic Arts,0.57,0.04,0,0.03
NBA Live 06 (All region sales),PS2,2005,Sports,Electronic Arts,1.44,0.15,0,0.05
NBA Live 06 (Weekly american sales),PS2,2005,Sports,Electronic Arts,1.35,0.05,0,0.02
NBA Live 07,PS2,2006,Sports,Electronic Arts,1.07,0.04,0.02,0.17
NBA Live 07,PSP,2006,Sports,Electronic Arts,0.47,0,0,0.04
NBA Live 07,X360,2006,Sports,Electronic Arts,0.42,0,0,0.04
NBA Live 07,XB,2006,Sports,Electronic Arts,0.04,0.01,0,0
NBA Live 08,PS2,2007,Sports,Electronic Arts,0.59,0.02,0.01,0.1
NBA Live 08,PS3,2007,Sports,Electronic Arts,0.56,0.02,0.01,0.05
NBA Live 08,PSP,2007,Sports,Electronic Arts,0.28,0,0,0.02
NBA Live 08,Wii,2007,Sports,Electronic Arts,0.17,0,0,0.02
NBA Live 08,X360,2007,Sports,Electronic Arts,0.47,0,0,0.04
NBA Live 09,PS2,2008,Sports,Electronic Arts,0.32,0.01,0.01,0.05
NBA Live 09,PS3,2008,Sports,Electronic Arts,0.46,0,0.02,0.04
NBA Live 09,PSP,2008,Sports,Electronic Arts,0.23,0.07,0.03,0.06
NBA Live 09,X360,2008,Sports,Electronic Arts,0.5,0.14,0,0.07
NBA Live 09 All-Play,Wii,2008,Sports,Electronic Arts,0.19,0.01,0,0.02
NBA Live 10,PS3,2009,Sports,Electronic Arts,0.46,0.03,0.01,0.05
NBA Live 10,PSP,2009,Sports,Electronic Arts,0.21,0,0.01,0.02
NBA Live 10,X360,2009,Sports,Electronic Arts,0.4,0.02,0,0.03
NBA Live 14,PS4,2013,Sports,Electronic Arts,0.14,0.05,0,0.03
NBA Live 14,XOne,2013,Sports,Electronic Arts,0.16,0.02,0,0.01
NBA Live 15,PS4,2014,Sports,Electronic Arts,0.15,0.04,0,0.04
NBA Live 15,XOne,2014,Sports,Electronic Arts,0.17,0.02,0,0.02
NBA Live 16,PS4,2015,Sports,Electronic Arts,0.1,0.04,0,0.03
NBA Live 16,XOne,2015,Sports,Electronic Arts,0.08,0.01,0,0.01
NBA Live 2000,N64,1999,Sports,Electronic Arts,0.42,0.02,0,0
NBA Live 2000,PS,1998,Sports,Electronic Arts,1.43,0.05,0,0.03
NBA Live 2001,PS,2000,Sports,Electronic Arts,0.7,0.47,0,0.08
NBA Live 2001,PS2,2001,Sports,Electronic Arts,0.52,0.4,0.04,0.13
NBA Live 2002,PS,2001,Sports,Electronic Arts,0.29,0.19,0,0.03
NBA Live 2002,PS2,2001,Sports,Electronic Arts,0.91,0.71,0,0.24
NBA Live 2002,XB,2001,Sports,Electronic Arts,0.35,0.03,0,0.02
NBA Live 2003,GC,N/A,Sports,Electronic Arts,0.23,0.06,0,0.01
NBA Live 2003,PS2,2002,Sports,Electronic Arts,1.25,0.15,0.03,0.22
NBA Live 2003,XB,N/A,Sports,Electronic Arts,0.31,0.04,0,0.01
NBA Live 2004,GC,2003,Sports,Electronic Arts,0.21,0.05,0,0.01
NBA Live 2004,PS2,2003,Sports,Electronic Arts,1.57,0.18,0,0.27
NBA Live 2004,XB,2003,Sports,Electronic Arts,0.44,0.04,0,0.02
NBA Live 2005,GC,2004,Sports,Electronic Arts,0.35,0.09,0,0.01
NBA Live 2005,PS2,2004,Sports,Electronic Arts,2.03,0.21,0,0.35
NBA Live 2005,XB,2004,Sports,Electronic Arts,0.81,0.05,0,0.04
NBA Live 96,PS,1996,Sports,Electronic Arts,0.16,0.11,0.04,0.02
NBA Live 97,PS,1996,Sports,Electronic Arts,0.55,0.38,0,0.07
NBA Live 98,PS,1997,Sports,Electronic Arts,1.41,0.06,0,0.04
NBA Live 99,N64,1998,Sports,Electronic Arts,0.45,0.02,0,0
NBA Live 99,PS,1997,Sports,Electronic Arts,1.13,0.05,0,0.03
NBA ShootOut,PS,1995,Sports,Sony Computer Entertainment,0.17,0.12,0,0.02
NBA ShootOut '97,PS,1997,Sports,Sony Computer Entertainment,0.35,0.24,0,0.04
NBA ShootOut 2000,PS,1999,Sports,989 Studios,0.22,0.15,0,0.03
NBA ShootOut 2001,PS,2000,Sports,Sony Computer Entertainment,0.15,0.1,0,0.02
NBA ShootOut 2001,PS2,2001,Sports,Sony Computer Entertainment,0.07,0.06,0,0.02
NBA ShootOut 2002,PS,2001,Sports,Sony Computer Entertainment,0.08,0.05,0,0.01
NBA ShootOut 2003,PS2,2002,Sports,Sony Computer Entertainment,0.11,0.09,0,0.03
NBA ShootOut 2004,PS2,2003,Sports,Sony Computer Entertainment,0.13,0.1,0,0.03
NBA ShootOut 98,PS,1998,Sports,Sony Computer Entertainment,0.43,0.29,0,0.05
NBA Showtime: NBA on NBC,N64,1999,Sports,Midway Games,0.23,0.02,0,0
NBA Showtime: NBA on NBC,PS,1999,Sports,Midway Games,0.31,0.21,0,0.04
NBA Starting Five,PS2,N/A,Sports,Unknown,0.09,0.07,0,0.02
NBA Starting Five,XB,2002,Sports,Konami Digital Entertainment,0.02,0.01,0,0
NBA Street,GC,2002,Sports,Electronic Arts,0.33,0.09,0,0.01
NBA Street,PS2,2001,Sports,Electronic Arts,2.19,0.22,0,0.38
NBA Street Homecourt,PS3,2007,Sports,Electronic Arts,0.12,0.02,0,0.02
NBA Street Homecourt,X360,2007,Sports,Electronic Arts,0.45,0.01,0,0.04
NBA Street V3,GC,2005,Sports,Electronic Arts,0.23,0.06,0,0.01
NBA Street V3,PS2,2005,Sports,Electronic Arts,0.52,0.41,0,0.14
NBA Street V3,XB,2005,Sports,Electronic Arts,0.28,0.03,0,0.01
NBA Street Vol. 2,GC,N/A,Sports,Electronic Arts,0.41,0.11,0,0.01
NBA Street Vol. 2,PS2,2003,Sports,Electronic Arts,1.69,0.2,0,0.06
NBA Street Vol. 2,XB,2003,Sports,Electronic Arts,0.62,0.04,0,0.02
NBA Street: Showdown,PSP,2005,Sports,Electronic Arts,0.2,0,0,0.02
NCAA Basketball 09,PS2,2008,Sports,Electronic Arts,0.14,0.11,0,0.04
NCAA Basketball 09,PS3,2008,Sports,Electronic Arts,0.15,0,0,0.01
NCAA Basketball 09,X360,2008,Sports,Electronic Arts,0.2,0,0,0.02
NCAA Basketball 10,PS3,2009,Sports,Electronic Arts,0.31,0,0,0.03
NCAA Basketball 10,X360,2009,Sports,Electronic Arts,0.3,0,0,0.02
NCAA Basketball Final Four 97,PS,1997,Sports,Mindscape,0.08,0.05,0,0.01
NCAA College Basketball 2K3,PS2,2002,Sports,Sega,0.12,0.09,0,0.03
NCAA College Basketball 2K3,XB,2002,Sports,Sega,0.11,0.03,0,0.01
NCAA College Football 2K3,GC,2002,Sports,Sega,0.05,0.01,0,0
NCAA Final Four 2000,PS,1999,Sports,989 Sports,0.21,0.14,0,0.02
NCAA Final Four 2001,PS,2000,Sports,Sony Computer Entertainment,0.09,0.06,0,0.01
NCAA Final Four 2001,PS2,2000,Sports,Sony Computer Entertainment,0.09,0.07,0,0.02
NCAA Final Four 2002,PS2,2001,Sports,Sony Computer Entertainment,0.15,0.12,0,0.04
NCAA Final Four 2003,PS2,2002,Sports,Sony Computer Entertainment,0.09,0.07,0,0.02
NCAA Final Four 2004,PS2,2003,Sports,Sony Computer Entertainment,0.1,0.08,0,0.03
NCAA Football 06,PS2,2005,Sports,Electronic Arts,1.53,0.05,0,0.25
NCAA Football 06,XB,2005,Sports,Electronic Arts,0.73,0.21,0,0.03
NCAA Football 07,PS2,2006,Sports,Electronic Arts,1.41,0.05,0,0.23
NCAA Football 07,PSP,2006,Sports,Electronic Arts,0.34,0,0,0.03
NCAA Football 07,X360,2006,Sports,Electronic Arts,0.67,0,0,0.06
NCAA Football 07,XB,2006,Sports,Electronic Arts,0.42,0.12,0,0.01
NCAA Football 08,PS2,2007,Sports,Electronic Arts,0.65,0.03,0,0.11
NCAA Football 08,PS3,2007,Sports,Electronic Arts,0.35,0,0,0.03
NCAA Football 08,X360,2007,Sports,Electronic Arts,0.65,0,0,0.05
NCAA Football 08,XB,2007,Sports,Electronic Arts,0.06,0.02,0,0
NCAA Football 09,PS2,2008,Sports,Electronic Arts,0.4,0.02,0,0.07
NCAA Football 09,PS3,2008,Sports,Electronic Arts,0.54,0,0,0.04
NCAA Football 09,PSP,2008,Sports,Electronic Arts,0.21,0,0,0.02
NCAA Football 09,X360,2008,Sports,Electronic Arts,0.65,0,0,0.05
NCAA Football 09 All-Play,Wii,2008,Sports,Electronic Arts,0.16,0,0,0.01
NCAA Football 10,PS2,2009,Sports,Electronic Arts,0.28,0.22,0,0.07
NCAA Football 10,PS3,2009,Sports,Electronic Arts,0.75,0,0,0.06
NCAA Football 10,PSP,2009,Sports,Electronic Arts,0.19,0,0,0.02
NCAA Football 10,X360,2009,Sports,Electronic Arts,0.87,0,0,0.07
NCAA Football 11,PS2,2010,Sports,Electronic Arts,0.19,0.15,0,0.05
NCAA Football 11,PS3,2010,Sports,Electronic Arts,0.79,0,0,0.06
NCAA Football 11,X360,2010,Sports,Electronic Arts,0.86,0,0,0.06
NCAA Football 12,PS3,2011,Sports,Electronic Arts,0.78,0,0,0.05
NCAA Football 12,X360,2011,Sports,Electronic Arts,0.94,0,0,0.06
NCAA Football 13,PS3,2012,Action,Electronic Arts,0.82,0,0,0.06
